antecedent,consequent,support,confidence,lift,count,antecedent_count,antecedent_size
DOW=Thu & BB_Position=upper_mid,NEXT_TotalDir=total_UP,0.05,0.75,1.2857,3,4,2
DOW=Tue & BB_Position=lower_mid,NEXT_UpDown=NEXT_UP,0.05,1.0,1.7647,3,3,2
DOW=Tue & BB_Position=lower_mid,NEXT_GapDir=gap_DOWN,0.05,1.0,1.8182,3,3,2
DOW=Tue & BB_Position=upper_quarter,NEXT_UpDown=NEXT_UP,0.05,1.0,1.7647,3,3,2
DOW=Tue & BB_Position=upper_quarter,NEXT_TotalDir=total_UP,0.05,1.0,1.7143,3,3,2
DOW=Tue & BB_Position=above_upper,NEXT_TotalDir=total_DOWN,0.05,1.0,2.5,3,3,2
DOW=Wed & BB_Position=lower_mid,NEXT_UpDown=NEXT_UP,0.0667,0.8,1.4118,4,5,2
DOW=Wed & BB_Position=lower_mid,NEXT_Dir=next_slight_up,0.05,0.6,4.5,3,5,2
DOW=Wed & BB_Position=lower_mid,NEXT_GapDir=gap_UP,0.05,0.6,1.3846,3,5,2
DOW=Wed & BB_Position=lower_mid,NEXT_TotalDir=total_UP,0.0667,0.8,1.3714,4,5,2
DOW=Wed & BB_Position=upper_quarter,NEXT_UpDown=NEXT_UP,0.05,0.75,1.3235,3,4,2
DOW=Wed & BB_Position=upper_quarter,NEXT_GapDir=gap_DOWN,0.05,0.75,1.3636,3,4,2
DOW=Wed & BB_Position=upper_quarter,NEXT_TotalDir=total_UP,0.05,0.75,1.2857,3,4,2
DOW=Fri & BB_Squeeze=very_wide,NEXT_UpDown=NEXT_DOWN,0.0833,0.7143,1.7143,5,7,2
DOW=Fri & BB_Squeeze=very_wide,NEXT_MoveType=mixed,0.1,0.8571,1.9048,6,7,2
DOW=Mon & BB_Squeeze=wide,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.8,3,4,2
DOW=Mon & BB_Squeeze=wide,NEXT_GapDir=gap_DOWN,0.0667,1.0,1.8182,4,4,2
DOW=Mon & BB_Squeeze=wide,NEXT_GapSize=gap_big_down,0.0667,1.0,3.75,4,4,2
DOW=Mon & BB_Squeeze=wide,NEXT_TotalDir=total_DOWN,0.05,0.75,1.875,3,4,2
DOW=Mon & BB_Squeeze=wide,NEXT_GapAction=gap_down_continue,0.05,0.75,5.625,3,4,2
DOW=Mon & BB_Squeeze=very_wide,NEXT_UpDown=NEXT_DOWN,0.0833,0.7143,1.7143,5,7,2
DOW=Mon & BB_Squeeze=very_wide,NEXT_MoveType=mixed,0.0833,0.7143,1.5873,5,7,2
DOW=Thu & BB_Squeeze=wide,NEXT_GapDir=gap_UP,0.05,0.6,1.3846,3,5,2
DOW=Thu & BB_Squeeze=wide,NEXT_TotalDir=total_UP,0.0667,0.8,1.3714,4,5,2
DOW=Thu & BB_Squeeze=wide,NEXT_MoveType=mixed,0.05,0.6,1.3333,3,5,2
DOW=Tue & BB_Squeeze=wide,NEXT_UpDown=NEXT_UP,0.0667,0.8,1.4118,4,5,2
DOW=Tue & BB_Squeeze=wide,NEXT_GapDir=gap_DOWN,0.0667,0.8,1.4545,4,5,2
DOW=Tue & BB_Squeeze=wide,NEXT_GapAction=gap_down_recover,0.05,0.6,2.0,3,5,2
DOW=Tue & BB_Squeeze=very_wide,NEXT_UpDown=NEXT_UP,0.0833,0.7143,1.2605,5,7,2
DOW=Wed & BB_Squeeze=wide,NEXT_GapDir=gap_UP,0.0667,0.8,1.8462,4,5,2
DOW=Wed & BB_Squeeze=wide,NEXT_TotalDir=total_UP,0.0667,0.8,1.3714,4,5,2
DOW=Wed & BB_Squeeze=very_wide,NEXT_UpDown=NEXT_UP,0.0833,0.7143,1.2605,5,7,2
DOW=Wed & BB_Squeeze=very_wide,NEXT_GapDir=gap_DOWN,0.0833,0.7143,1.2987,5,7,2
DOW=Wed & BB_Squeeze=very_wide,NEXT_TotalDir=total_UP,0.0833,0.7143,1.2245,5,7,2
DOW=Fri & SMA_Align=bullish,NEXT_UpDown=NEXT_DOWN,0.0667,0.6667,1.6,4,6,2
DOW=Fri & SMA_Align=bullish,NEXT_GapDir=gap_DOWN,0.0833,0.8333,1.5152,5,6,2
DOW=Fri & SMA_Align=bullish,NEXT_TotalDir=total_DOWN,0.0667,0.6667,1.6667,4,6,2
DOW=Fri & SMA_Align=bullish,NEXT_MoveType=mixed,0.0667,0.6667,1.4815,4,6,2
DOW=Mon & SMA_Align=bullish,NEXT_UpDown=NEXT_DOWN,0.1,0.8571,2.0571,6,7,2
DOW=Mon & SMA_Align=bullish,NEXT_TotalDir=total_DOWN,0.0833,0.7143,1.7857,5,7,2
DOW=Mon & SMA_Align=mixed,NEXT_UpDown=NEXT_DOWN,0.05,0.6,1.44,3,5,2
DOW=Mon & SMA_Align=mixed,NEXT_GapSize=gap_big_down,0.05,0.6,2.25,3,5,2
DOW=Mon & SMA_Align=mixed,NEXT_TotalDir=total_UP,0.0667,0.8,1.3714,4,5,2
DOW=Mon & SMA_Align=mixed,NEXT_MoveType=gap_move,0.05,0.6,3.2727,3,5,2
DOW=Thu & SMA_Align=bullish,NEXT_UpDown=NEXT_UP,0.0667,0.6667,1.1765,4,6,2
DOW=Thu & SMA_Align=bullish,NEXT_GapDir=gap_UP,0.0667,0.6667,1.5385,4,6,2
DOW=Thu & SMA_Align=bullish,NEXT_TotalDir=total_UP,0.0667,0.6667,1.1429,4,6,2
DOW=Thu & SMA_Align=mixed,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.8,3,4,2
DOW=Thu & SMA_Align=mixed,NEXT_TotalDir=total_DOWN,0.05,0.75,1.875,3,4,2
DOW=Tue & SMA_Align=bullish,NEXT_GapDir=gap_UP,0.05,0.6,1.3846,3,5,2
DOW=Tue & SMA_Align=mixed,NEXT_UpDown=NEXT_UP,0.1167,0.875,1.5441,7,8,2
DOW=Tue & SMA_Align=mixed,NEXT_GapDir=gap_DOWN,0.1,0.75,1.3636,6,8,2
DOW=Wed & SMA_Align=bullish,NEXT_UpDown=NEXT_DOWN,0.05,0.6,1.44,3,5,2
DOW=Wed & SMA_Align=bullish,NEXT_MoveType=mixed,0.05,0.6,1.3333,3,5,2
DOW=Wed & SMA_Align=mixed,NEXT_UpDown=NEXT_UP,0.0667,0.8,1.4118,4,5,2
DOW=Wed & SMA_Align=mixed,NEXT_GapDir=gap_UP,0.05,0.6,1.3846,3,5,2
DOW=Wed & SMA_Align=mixed,NEXT_TotalDir=total_UP,0.0667,0.8,1.3714,4,5,2
DOW=Wed & SMA_Align=mixed,NEXT_MoveType=intraday_move,0.05,0.6,1.8,3,5,2
DOW=Fri & OBV_Trend=accumulating,NEXT_GapDir=gap_DOWN,0.1,0.8571,1.5584,6,7,2
DOW=Fri & OBV_Trend=distributing,NEXT_UpDown=NEXT_UP,0.05,0.75,1.3235,3,4,2
DOW=Fri & OBV_Trend=distributing,NEXT_GapDir=gap_UP,0.05,0.75,1.7308,3,4,2
DOW=Fri & OBV_Trend=distributing,NEXT_GapSize=gap_rip,0.05,0.75,6.4286,3,4,2
DOW=Fri & OBV_Trend=distributing,NEXT_TotalDir=total_UP,0.05,0.75,1.2857,3,4,2
DOW=Fri & OBV_Trend=distributing,NEXT_MoveType=mixed,0.05,0.75,1.6667,3,4,2
DOW=Mon & OBV_Trend=accumulating,NEXT_UpDown=NEXT_DOWN,0.1333,0.8889,2.1333,8,9,2
DOW=Mon & OBV_Trend=distributing,NEXT_GapDir=gap_DOWN,0.05,1.0,1.8182,3,3,2
DOW=Mon & OBV_Trend=distributing,NEXT_GapSize=gap_big_down,0.05,1.0,3.75,3,3,2
DOW=Thu & OBV_Trend=distributing,NEXT_Dir=next_big_up,0.05,0.6,1.8,3,5,2
DOW=Thu & OBV_Trend=distributing,NEXT_MoveType=intraday_move,0.05,0.6,1.8,3,5,2
DOW=Tue & OBV_Trend=accumulating,NEXT_UpDown=NEXT_UP,0.1333,0.7273,1.2834,8,11,2
DOW=Wed & OBV_Trend=distributing,NEXT_UpDown=NEXT_UP,0.0833,1.0,1.7647,5,5,2
DOW=Wed & OBV_Trend=distributing,NEXT_Dir=next_slight_up,0.05,0.6,4.5,3,5,2
DOW=Wed & OBV_Trend=distributing,NEXT_GapDir=gap_UP,0.05,0.6,1.3846,3,5,2
DOW=Wed & OBV_Trend=distributing,NEXT_TotalDir=total_UP,0.0833,1.0,1.7143,5,5,2
DOW=Wed & OBV_Trend=distributing,NEXT_MoveType=mixed,0.05,0.6,1.3333,3,5,2
DOW=Wed & OBV_Trend=distributing,NEXT_GapAction=gap_and_go,0.05,0.6,3.6,3,5,2
DOW=Fri & VWAP_Pos=far_above,NEXT_MoveType=mixed,0.1167,0.7778,1.7284,7,9,2
DOW=Mon & VWAP_Pos=far_above,NEXT_UpDown=NEXT_DOWN,0.1167,0.7778,1.8667,7,9,2
DOW=Tue & VWAP_Pos=far_above,NEXT_UpDown=NEXT_UP,0.1167,0.7,1.2353,7,10,2
DOW=Wed & VWAP_Pos=far_above,NEXT_UpDown=NEXT_UP,0.1167,0.7,1.2353,7,10,2
DOW=Wed & VWAP_Pos=far_above,NEXT_TotalDir=total_UP,0.1167,0.7,1.2,7,10,2
DOW=Fri & ATR_Regime=high_vol,NEXT_GapDir=gap_DOWN,0.1,0.8571,1.5584,6,7,2
DOW=Fri & ATR_Regime=extreme_vol,NEXT_GapDir=gap_UP,0.05,1.0,2.3077,3,3,2
DOW=Fri & ATR_Regime=extreme_vol,NEXT_MoveType=mixed,0.05,1.0,2.2222,3,3,2
DOW=Mon & ATR_Regime=high_vol,NEXT_UpDown=NEXT_DOWN,0.0833,0.8333,2.0,5,6,2
DOW=Mon & ATR_Regime=extreme_vol,NEXT_UpDown=NEXT_DOWN,0.05,0.6,1.44,3,5,2
DOW=Mon & ATR_Regime=extreme_vol,NEXT_GapDir=gap_DOWN,0.0667,0.8,1.4545,4,5,2
DOW=Mon & ATR_Regime=extreme_vol,NEXT_GapSize=gap_big_down,0.05,0.6,2.25,3,5,2
DOW=Mon & ATR_Regime=extreme_vol,NEXT_MoveType=intraday_move,0.05,0.6,1.8,3,5,2
DOW=Thu & ATR_Regime=high_vol,NEXT_UpDown=NEXT_UP,0.1,0.8571,1.5126,6,7,2
DOW=Thu & ATR_Regime=high_vol,NEXT_TotalDir=total_UP,0.0833,0.7143,1.2245,5,7,2
DOW=Thu & ATR_Regime=extreme_vol,NEXT_UpDown=NEXT_DOWN,0.0667,0.8,1.92,4,5,2
DOW=Thu & ATR_Regime=extreme_vol,NEXT_TotalDir=total_DOWN,0.05,0.6,1.5,3,5,2
DOW=Tue & ATR_Regime=high_vol,NEXT_UpDown=NEXT_UP,0.1333,0.8889,1.5686,8,9,2
DOW=Tue & ATR_Regime=high_vol,NEXT_TotalDir=total_UP,0.1,0.6667,1.1429,6,9,2
DOW=Wed & ATR_Regime=high_vol,NEXT_UpDown=NEXT_UP,0.0833,0.625,1.1029,5,8,2
DOW=Wed & ATR_Regime=high_vol,NEXT_GapDir=gap_UP,0.0833,0.625,1.4423,5,8,2
DOW=Wed & ATR_Regime=high_vol,NEXT_TotalDir=total_UP,0.1,0.75,1.2857,6,8,2
DOW=Wed & ATR_Regime=extreme_vol,NEXT_UpDown=NEXT_UP,0.05,0.75,1.3235,3,4,2
DOW=Wed & ATR_Regime=extreme_vol,NEXT_GapDir=gap_DOWN,0.05,0.75,1.3636,3,4,2
DOW=Wed & ATR_Regime=extreme_vol,NEXT_TotalDir=total_UP,0.05,0.75,1.2857,3,4,2
DOW=Wed & ATR_Regime=extreme_vol,NEXT_GapAction=gap_down_recover,0.05,0.75,2.5,3,4,2
DOW=Fri & Streak=1_up,NEXT_GapDir=gap_DOWN,0.05,1.0,1.8182,3,3,2
DOW=Fri & Streak=3_up,NEXT_MoveType=mixed,0.05,1.0,2.2222,3,3,2
DOW=Mon & Streak=3_down,NEXT_GapDir=gap_DOWN,0.05,1.0,1.8182,3,3,2
DOW=Thu & Streak=2_up,NEXT_GapDir=gap_DOWN,0.0833,0.8333,1.5152,5,6,2
DOW=Thu & Streak=2_up,NEXT_TotalDir=total_DOWN,0.0667,0.6667,1.6667,4,6,2
DOW=Tue & Streak=2_down,NEXT_UpDown=NEXT_UP,0.05,0.75,1.3235,3,4,2
DOW=Tue & Streak=2_down,NEXT_MoveType=intraday_move,0.05,0.75,2.25,3,4,2
DOW=Wed & Streak=1_up,NEXT_UpDown=NEXT_UP,0.1,0.8571,1.5126,6,7,2
DOW=Wed & Streak=1_up,NEXT_TotalDir=total_UP,0.1167,1.0,1.7143,7,7,2
DOW=Fri & Prev_Change=gain,NEXT_TotalDir=total_DOWN,0.05,0.6,1.5,3,5,2
DOW=Fri & Prev_Change=gain,NEXT_MoveType=mixed,0.05,0.6,1.3333,3,5,2
DOW=Fri & Prev_Change=surge,NEXT_MoveType=mixed,0.05,1.0,2.2222,3,3,2
DOW=Mon & Prev_Change=crash,NEXT_UpDown=NEXT_DOWN,0.05,1.0,2.4,3,3,2
DOW=Thu & Prev_Change=big_gain,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.8,3,4,2
DOW=Thu & Prev_Change=big_gain,NEXT_GapDir=gap_UP,0.05,0.75,1.7308,3,4,2
DOW=Thu & Prev_Change=big_gain,NEXT_MoveType=intraday_move,0.05,0.75,2.25,3,4,2
DOW=Thu & Prev_Change=surge,NEXT_UpDown=NEXT_UP,0.05,1.0,1.7647,3,3,2
DOW=Thu & Prev_Change=surge,NEXT_TotalDir=total_UP,0.05,1.0,1.7143,3,3,2
DOW=Wed & Prev_Change=flat,NEXT_GapDir=gap_UP,0.05,1.0,2.3077,3,3,2
DOW=Wed & Prev_Change=flat,NEXT_TotalDir=total_UP,0.05,1.0,1.7143,3,3,2
DOW=Fri & Fast_Trend=up,NEXT_TotalDir=total_UP,0.05,1.0,1.7143,3,3,2
DOW=Fri & Fast_Trend=strong_up,NEXT_UpDown=NEXT_UP,0.05,0.75,1.3235,3,4,2
DOW=Fri & Fast_Trend=strong_up,NEXT_Dir=next_big_up,0.05,0.75,2.25,3,4,2
DOW=Fri & Fast_Trend=strong_up,NEXT_GapDir=gap_DOWN,0.05,0.75,1.3636,3,4,2
DOW=Fri & Fast_Trend=strong_up,NEXT_TotalDir=total_UP,0.05,0.75,1.2857,3,4,2
DOW=Mon & Fast_Trend=strong_down,NEXT_UpDown=NEXT_DOWN,0.05,1.0,2.4,3,3,2
DOW=Mon & Fast_Trend=strong_down,NEXT_GapDir=gap_DOWN,0.05,1.0,1.8182,3,3,2
DOW=Mon & Fast_Trend=strong_down,NEXT_TotalDir=total_DOWN,0.05,1.0,2.5,3,3,2
DOW=Mon & Fast_Trend=strong_up,NEXT_UpDown=NEXT_DOWN,0.0667,0.8,1.92,4,5,2
DOW=Mon & Fast_Trend=strong_up,NEXT_GapDir=gap_UP,0.0667,0.8,1.8462,4,5,2
DOW=Mon & Fast_Trend=strong_up,NEXT_GapSize=gap_big_up,0.05,0.6,3.0,3,5,2
DOW=Mon & Fast_Trend=strong_up,NEXT_MoveType=mixed,0.05,0.6,1.3333,3,5,2
DOW=Mon & Fast_Trend=strong_up,NEXT_GapAction=gap_fade,0.05,0.6,3.0,3,5,2
DOW=Thu & Fast_Trend=down,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.8,3,4,2
DOW=Thu & Fast_Trend=down,NEXT_MoveType=mixed,0.05,0.75,1.6667,3,4,2
DOW=Thu & Fast_Trend=strong_up,NEXT_UpDown=NEXT_UP,0.0667,0.8,1.4118,4,5,2
DOW=Thu & Fast_Trend=strong_up,NEXT_Dir=next_big_up,0.05,0.6,1.8,3,5,2
DOW=Thu & Fast_Trend=strong_up,NEXT_GapDir=gap_UP,0.0667,0.8,1.8462,4,5,2
DOW=Thu & Fast_Trend=strong_up,NEXT_TotalDir=total_UP,0.0667,0.8,1.3714,4,5,2
DOW=Thu & Fast_Trend=strong_up,NEXT_MoveType=intraday_move,0.0667,0.8,2.4,4,5,2
DOW=Tue & Fast_Trend=strong_down,NEXT_UpDown=NEXT_UP,0.05,0.75,1.3235,3,4,2
DOW=Tue & Fast_Trend=strong_down,NEXT_GapDir=gap_DOWN,0.05,0.75,1.3636,3,4,2
DOW=Tue & Fast_Trend=strong_down,NEXT_TotalDir=total_UP,0.05,0.75,1.2857,3,4,2
DOW=Tue & Fast_Trend=strong_up,NEXT_UpDown=NEXT_UP,0.0667,0.8,1.4118,4,5,2
DOW=Tue & Fast_Trend=strong_up,NEXT_TotalDir=total_DOWN,0.05,0.6,1.5,3,5,2
DOW=Tue & Fast_Trend=strong_up,NEXT_MoveType=intraday_move,0.05,0.6,1.8,3,5,2
DOW=Tue & Fast_Trend=strong_up,NEXT_GapAction=gap_down_recover,0.05,0.6,2.0,3,5,2
DOW=Wed & Fast_Trend=strong_up,NEXT_GapDir=gap_UP,0.05,0.75,1.7308,3,4,2
DOW=Wed & Fast_Trend=strong_up,NEXT_GapSize=gap_big_up,0.05,0.75,3.75,3,4,2
DOW=Wed & Fast_Trend=strong_up,NEXT_TotalDir=total_UP,0.05,0.75,1.2857,3,4,2
DOW=Fri & Trend_Break=intact,NEXT_GapDir=gap_DOWN,0.1167,0.7,1.2727,7,10,2
DOW=Fri & Trend_Break=intact,NEXT_MoveType=mixed,0.1,0.6,1.3333,6,10,2
DOW=Mon & Trend_Break=intact,NEXT_UpDown=NEXT_DOWN,0.15,0.75,1.8,9,12,2
DOW=Thu & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.1167,0.7,1.2353,7,10,2
DOW=Tue & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.1333,0.7273,1.2834,8,11,2
DOW=Wed & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.1333,0.8,1.4118,8,10,2
DOW=Wed & Trend_Break=intact,NEXT_TotalDir=total_UP,0.15,0.9,1.5429,9,10,2
DOW=Fri & Reversion=fade_setup,NEXT_UpDown=NEXT_UP,0.05,0.75,1.3235,3,4,2
DOW=Fri & Reversion=fade_setup,NEXT_Dir=next_big_up,0.05,0.75,2.25,3,4,2
DOW=Fri & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.05,0.75,1.2857,3,4,2
DOW=Fri & Reversion=fade_setup,NEXT_MoveType=mixed,0.05,0.75,1.6667,3,4,2
DOW=Mon & Reversion=fade_setup,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.8,3,4,2
DOW=Mon & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.05,0.75,1.7308,3,4,2
DOW=Mon & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.05,0.75,1.2857,3,4,2
DOW=Mon & Reversion=mild_dip,NEXT_GapDir=gap_DOWN,0.05,1.0,1.8182,3,3,2
DOW=Mon & Reversion=neutral,NEXT_UpDown=NEXT_DOWN,0.0667,0.8,1.92,4,5,2
DOW=Mon & Reversion=neutral,NEXT_GapSize=gap_big_down,0.05,0.6,2.25,3,5,2
DOW=Mon & Reversion=neutral,NEXT_TotalDir=total_DOWN,0.05,0.6,1.5,3,5,2
DOW=Thu & Reversion=fade_setup,NEXT_MoveType=intraday_move,0.05,1.0,3.0,3,3,2
DOW=Thu & Reversion=neutral,NEXT_GapDir=gap_DOWN,0.05,1.0,1.8182,3,3,2
DOW=Tue & Reversion=fade_setup,NEXT_UpDown=NEXT_UP,0.05,0.75,1.3235,3,4,2
DOW=Tue & Reversion=neutral,NEXT_UpDown=NEXT_UP,0.05,1.0,1.7647,3,3,2
DOW=Tue & Reversion=neutral,NEXT_TotalDir=total_UP,0.05,1.0,1.7143,3,3,2
DOW=Wed & Reversion=fade_setup,NEXT_UpDown=NEXT_UP,0.0667,0.8,1.4118,4,5,2
DOW=Wed & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.05,0.6,1.3846,3,5,2
DOW=Wed & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.0833,1.0,1.7143,5,5,2
DOW=Wed & Reversion=fade_setup,NEXT_TotalSize=total_rip,0.05,0.6,3.0,3,5,2
Day_Dir=big_down & Gap=gap_up,NEXT_UpDown=NEXT_DOWN,0.05,1.0,2.4,3,3,2
Day_Dir=big_down & Gap=gap_up_big,NEXT_TotalDir=total_DOWN,0.05,1.0,2.5,3,3,2
Day_Dir=mod_down & Gap=gap_up_big,NEXT_UpDown=NEXT_UP,0.05,1.0,1.7647,3,3,2
Day_Dir=slight_up & Gap=gap_down,NEXT_GapDir=gap_DOWN,0.0667,1.0,1.8182,4,4,2
Day_Dir=slight_up & Gap=gap_down,NEXT_MoveType=mixed,0.05,0.75,1.6667,3,4,2
Day_Dir=mod_up & Gap=gap_up,NEXT_UpDown=NEXT_UP,0.05,1.0,1.7647,3,3,2
Day_Dir=mod_up & Gap=gap_up,NEXT_Dir=next_big_up,0.05,1.0,3.0,3,3,2
Day_Dir=mod_up & Gap=gap_up,NEXT_TotalDir=total_UP,0.05,1.0,1.7143,3,3,2
Day_Dir=mod_up & Gap=gap_up,NEXT_TotalSize=total_rip,0.05,1.0,5.0,3,3,2
Day_Dir=mod_up & Gap=gap_up,NEXT_MoveType=intraday_move,0.05,1.0,3.0,3,3,2
Day_Dir=big_up & Gap=gap_down_big,NEXT_GapDir=gap_UP,0.1,0.6667,1.5385,6,9,2
Day_Dir=big_up & Gap=gap_down_big,NEXT_TotalDir=total_UP,0.1,0.6667,1.1429,6,9,2
Day_Dir=big_up & Gap=gap_down,NEXT_GapDir=gap_UP,0.05,0.75,1.7308,3,4,2
Day_Dir=big_up & Gap=gap_down,NEXT_TotalDir=total_UP,0.05,0.75,1.2857,3,4,2
Day_Dir=big_up & Gap=gap_up_big,NEXT_UpDown=NEXT_UP,0.05,1.0,1.7647,3,3,2
Day_Dir=big_down & Range=very_wide,NEXT_UpDown=NEXT_DOWN,0.0667,0.6667,1.6,4,6,2
Day_Dir=big_down & Range=very_wide,NEXT_TotalDir=total_DOWN,0.0667,0.6667,1.6667,4,6,2
Day_Dir=big_down & Range=very_wide,NEXT_MoveType=mixed,0.0667,0.6667,1.4815,4,6,2
Day_Dir=mod_down & Range=wide,NEXT_UpDown=NEXT_UP,0.0667,0.6667,1.1765,4,6,2
Day_Dir=mod_down & Range=wide,NEXT_TotalDir=total_UP,0.0667,0.6667,1.1429,4,6,2
Day_Dir=slight_down & Range=wide,NEXT_GapDir=gap_DOWN,0.05,0.75,1.3636,3,4,2
Day_Dir=slight_down & Range=wide,NEXT_MoveType=mixed,0.05,0.75,1.6667,3,4,2
Day_Dir=slight_up & Range=wide,NEXT_UpDown=NEXT_UP,0.0667,0.6667,1.1765,4,6,2
Day_Dir=slight_up & Range=wide,NEXT_GapDir=gap_DOWN,0.1,1.0,1.8182,6,6,2
Day_Dir=slight_up & Range=wide,NEXT_TotalDir=total_UP,0.0667,0.6667,1.1429,4,6,2
Day_Dir=mod_up & Range=wide,NEXT_GapDir=gap_UP,0.05,1.0,2.3077,3,3,2
Day_Dir=big_up & Range=wide,NEXT_UpDown=NEXT_UP,0.1,0.8571,1.5126,6,7,2
Day_Dir=big_up & Range=wide,NEXT_GapDir=gap_UP,0.0833,0.7143,1.6484,5,7,2
Day_Dir=big_up & Range=wide,NEXT_TotalDir=total_UP,0.0833,0.7143,1.2245,5,7,2
Day_Dir=big_up & Range=very_wide,NEXT_TotalDir=total_UP,0.1333,0.6667,1.1429,8,12,2
Day_Dir=big_down & Volume=normal,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.8,3,4,2
Day_Dir=big_down & Volume=normal,NEXT_TotalSize=total_flat,0.05,0.75,9.0,3,4,2
Day_Dir=big_down & Volume=normal,NEXT_MoveType=mixed,0.05,0.75,1.6667,3,4,2
Day_Dir=mod_down & Volume=normal,NEXT_UpDown=NEXT_UP,0.05,1.0,1.7647,3,3,2
Day_Dir=mod_down & Volume=high,NEXT_MoveType=gap_move,0.05,1.0,5.4545,3,3,2
Day_Dir=slight_down & Volume=normal,NEXT_UpDown=NEXT_UP,0.05,1.0,1.7647,3,3,2
Day_Dir=slight_down & Volume=normal,NEXT_TotalDir=total_UP,0.05,1.0,1.7143,3,3,2
Day_Dir=slight_up & Volume=low,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.8,3,4,2
Day_Dir=slight_up & Volume=low,NEXT_GapDir=gap_DOWN,0.0667,1.0,1.8182,4,4,2
Day_Dir=slight_up & Volume=low,NEXT_TotalDir=total_DOWN,0.05,0.75,1.875,3,4,2
Day_Dir=slight_up & Volume=low,NEXT_MoveType=mixed,0.05,0.75,1.6667,3,4,2
Day_Dir=big_up & Volume=low,NEXT_UpDown=NEXT_UP,0.0667,1.0,1.7647,4,4,2
Day_Dir=big_up & Volume=low,NEXT_Dir=next_big_up,0.05,0.75,2.25,3,4,2
Day_Dir=big_up & Volume=low,NEXT_TotalDir=total_UP,0.0667,1.0,1.7143,4,4,2
Day_Dir=big_up & Volume=low,NEXT_TotalSize=total_rip,0.05,0.75,3.75,3,4,2
Day_Dir=big_up & Volume=normal,NEXT_GapDir=gap_UP,0.0667,0.8,1.8462,4,5,2
Day_Dir=big_up & Volume=normal,NEXT_TotalDir=total_UP,0.0667,0.8,1.3714,4,5,2
Day_Dir=big_up & Volume=normal,NEXT_TotalSize=total_rip,0.05,0.6,3.0,3,5,2
Day_Dir=big_up & Volume=high,NEXT_TotalDir=total_UP,0.0833,0.7143,1.2245,5,7,2
Day_Dir=big_up & Volume=very_high,NEXT_MoveType=mixed,0.05,1.0,2.2222,3,3,2
Day_Dir=big_down & RSI=neutral_high,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.8,3,4,2
Day_Dir=big_down & RSI=neutral_high,NEXT_GapDir=gap_UP,0.05,0.75,1.7308,3,4,2
Day_Dir=big_down & RSI=neutral_high,NEXT_GapAction=gap_fade,0.05,0.75,3.75,3,4,2
Day_Dir=mod_down & RSI=neutral_high,NEXT_GapDir=gap_DOWN,0.0667,0.6667,1.2121,4,6,2
Day_Dir=slight_down & RSI=neutral_high,NEXT_UpDown=NEXT_UP,0.05,0.75,1.3235,3,4,2
Day_Dir=slight_down & RSI=neutral_high,NEXT_GapDir=gap_DOWN,0.05,0.75,1.3636,3,4,2
Day_Dir=slight_down & RSI=neutral_high,NEXT_TotalDir=total_UP,0.05,0.75,1.2857,3,4,2
Day_Dir=slight_up & RSI=neutral_high,NEXT_GapDir=gap_DOWN,0.0833,1.0,1.8182,5,5,2
Day_Dir=slight_up & RSI=neutral_high,NEXT_MoveType=mixed,0.0667,0.8,1.7778,4,5,2
Day_Dir=slight_up & RSI=neutral_high,NEXT_GapAction=gap_down_recover,0.05,0.6,2.0,3,5,2
Day_Dir=mod_up & RSI=strong,NEXT_UpDown=NEXT_UP,0.0667,0.8,1.4118,4,5,2
Day_Dir=mod_up & RSI=strong,NEXT_Dir=next_big_up,0.05,0.6,1.8,3,5,2
Day_Dir=mod_up & RSI=strong,NEXT_MoveType=intraday_move,0.05,0.6,1.8,3,5,2
Day_Dir=big_up & RSI=neutral_high,NEXT_GapDir=gap_UP,0.1,1.0,2.3077,6,6,2
Day_Dir=big_up & RSI=neutral_high,NEXT_TotalDir=total_UP,0.0667,0.6667,1.1429,4,6,2
Day_Dir=big_up & RSI=strong,NEXT_UpDown=NEXT_UP,0.0833,0.7143,1.2605,5,7,2
Day_Dir=big_up & RSI=strong,NEXT_GapDir=gap_DOWN,0.0833,0.7143,1.2987,5,7,2
Day_Dir=big_up & RSI=strong,NEXT_TotalDir=total_UP,0.0833,0.7143,1.2245,5,7,2
Day_Dir=big_up & RSI=overbought,NEXT_UpDown=NEXT_DOWN,0.05,0.6,1.44,3,5,2
Day_Dir=big_up & RSI=overbought,NEXT_GapDir=gap_UP,0.05,0.6,1.3846,3,5,2
